dataset,row_key,case_id,pos,prefix_length,case_length,activity_current,y_true_na,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,n_sequence_correct,n_tabular_correct,n_llm_correct,sequence_correct_tabular_wrong,sequence_correct_llm_wrong,llm_correct_sequence_wrong,tabular_correct_sequence_wrong,pred_gemma-2-2b,pred_llama32-1b,pred_rnn,pred_saprpt,pred_tabpfn3,pred_transformer,activity_current_label,y_true_na_label,pred_gemma-2-2b_label,pred_llama32-1b_label,pred_rnn_label,pred_saprpt_label,pred_tabpfn3_label,pred_transformer_label
BPI12,195678::1,195678,1,2,87,9,10,False,False,False,True,False,False,0,1,0,False,False,False,True,20,7,20,10,20,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,W_Afhandelen leads,A_PREACCEPTED,W_Afhandelen leads,W_Afhandelen leads
BPI12,195678::86,195678,86,87,87,23,2,False,True,False,False,False,True,1,0,1,True,False,False,False,25,2,25,23,23,2,W_Nabellen incomplete dossiers,<EOS>,W_Valideren aanvraag,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,<EOS>
BPI12,195725::6,195725,6,7,34,20,22,False,True,True,False,False,True,2,0,1,True,False,False,False,20,22,22,20,20,22,W_Afhandelen leads,W_Completeren aanvraag,W_Afhandelen leads,W_Completeren aanvraag,W_Completeren aanvraag,W_Afhandelen leads,W_Afhandelen leads,W_Completeren aanvraag
BPI12,195734::5,195734,5,6,34,3,8,False,False,True,False,False,False,1,0,0,True,True,False,False,20,17,8,17,17,17,A_ACCEPTED,A_FINALIZED,W_Afhandelen leads,O_SELECTED,A_FINALIZED,O_SELECTED,O_SELECTED,O_SELECTED
BPI12,195737::1,195737,1,2,40,9,10,False,False,False,True,True,False,0,2,0,False,False,False,True,20,7,7,10,10,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,A_DECLINED,A_PREACCEPTED,A_PREACCEPTED,W_Afhandelen leads
BPI12,195737::32,195737,32,33,40,25,23,False,False,True,False,False,True,2,0,0,True,True,False,False,25,4,23,25,25,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Valideren aanvraag,A_ACTIVATED,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen incomplete dossiers
BPI12,195746::27,195746,27,28,39,23,23,False,False,True,True,True,False,1,2,0,False,True,False,False,22,2,23,23,23,25,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Completeren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,195752::14,195752,14,15,29,20,21,False,False,False,False,False,True,1,0,0,True,True,False,False,20,2,7,2,20,21,W_Afhandelen leads,W_Beoordelen fraude,W_Afhandelen leads,<EOS>,A_DECLINED,<EOS>,W_Afhandelen leads,W_Beoordelen fraude
BPI12,195752::8,195752,8,9,29,20,21,False,False,False,False,False,True,1,0,0,True,True,False,False,20,2,7,2,20,21,W_Afhandelen leads,W_Beoordelen fraude,W_Afhandelen leads,<EOS>,A_DECLINED,<EOS>,W_Afhandelen leads,W_Beoordelen fraude
BPI12,195779::48,195779,48,49,55,23,25,False,True,False,False,False,False,0,0,1,False,False,True,False,2,25,23,23,23,23,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,195806::26,195806,26,27,38,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,195842::34,195842,34,35,62,25,23,False,False,True,False,False,True,2,0,0,True,True,False,False,2,2,23,25,25,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,<EOS>,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen incomplete dossiers
BPI12,195848::23,195848,23,24,38,24,25,False,False,True,False,False,True,2,0,0,True,True,False,False,2,2,25,24,24,25,W_Nabellen offertes,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Valideren aanvraag
BPI12,195869::47,195869,47,48,50,4,11,False,False,True,False,True,False,1,1,0,False,True,False,False,25,4,11,25,11,13,A_ACTIVATED,A_REGISTERED,W_Valideren aanvraag,A_ACTIVATED,A_REGISTERED,W_Valideren aanvraag,A_REGISTERED,O_ACCEPTED
BPI12,195890::11,195890,11,12,23,22,24,True,True,True,False,False,True,2,0,2,True,False,False,False,24,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,195917::1,195917,1,2,28,9,10,False,False,False,True,True,False,0,2,0,False,False,False,True,20,7,20,10,10,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,W_Afhandelen leads,A_PREACCEPTED,A_PREACCEPTED,W_Afhandelen leads
BPI12,195920::1,195920,1,2,24,9,10,False,False,False,True,True,False,0,2,0,False,False,False,True,20,7,20,10,10,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,W_Afhandelen leads,A_PREACCEPTED,A_PREACCEPTED,W_Afhandelen leads
BPI12,195941::61,195941,61,62,97,25,23,False,False,True,False,False,True,2,0,0,True,True,False,False,2,4,23,25,25,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,A_ACTIVATED,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen incomplete dossiers
BPI12,195941::62,195941,62,63,97,23,25,True,False,True,False,False,True,2,0,1,True,False,False,False,25,2,25,23,23,25,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,195941::84,195941,84,85,97,25,25,False,False,True,True,False,True,2,1,0,False,True,False,False,2,2,25,25,23,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,195941::92,195941,92,93,97,13,4,True,True,False,False,False,False,0,0,2,False,False,True,False,4,4,11,11,11,5,O_ACCEPTED,A_ACTIVATED,A_ACTIVATED,A_ACTIVATED,A_REGISTERED,A_REGISTERED,A_REGISTERED,A_APPROVED
BPI12,195941::96,195941,96,97,97,25,2,True,True,False,False,False,True,1,0,2,True,False,False,False,2,2,25,25,25,2,W_Valideren aanvraag,<EOS>,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>
BPI12,195950::6,195950,6,7,28,20,22,False,True,True,False,False,True,2,0,1,True,False,False,False,20,22,22,7,7,22,W_Afhandelen leads,W_Completeren aanvraag,W_Afhandelen leads,W_Completeren aanvraag,W_Completeren aanvraag,A_DECLINED,A_DECLINED,W_Completeren aanvraag
BPI12,195985::17,195985,17,18,45,25,25,False,False,True,False,False,True,2,0,0,True,True,False,False,22,2,25,24,24,25,W_Valideren aanvraag,W_Valideren aanvraag,W_Completeren aanvraag,<EOS>,W_Valideren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Valideren aanvraag
BPI12,195985::19,195985,19,20,45,23,25,False,False,True,False,False,True,2,0,0,True,True,False,False,22,2,25,23,23,25,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Completeren aanvraag,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,195985::32,195985,32,33,45,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,25,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,195988::23,195988,23,24,24,25,2,True,True,False,False,False,True,1,0,2,True,False,False,False,2,2,25,25,25,2,W_Valideren aanvraag,<EOS>,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>
BPI12,195991::1,195991,1,2,31,9,10,False,False,False,True,True,False,0,2,0,False,False,False,True,20,7,7,10,10,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,A_DECLINED,A_PREACCEPTED,A_PREACCEPTED,W_Afhandelen leads
BPI12,195997::1,195997,1,2,21,9,10,False,False,False,True,True,False,0,2,0,False,False,False,True,20,7,20,10,10,20,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Afhandelen leads,A_DECLINED,W_Afhandelen leads,A_PREACCEPTED,A_PREACCEPTED,W_Afhandelen leads
BPI12,195997::17,195997,17,18,21,24,24,False,False,True,True,True,False,1,2,0,False,True,False,False,2,2,24,24,24,25,W_Nabellen offertes,W_Nabellen offertes,<EOS>,<EOS>,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Valideren aanvraag
BPI12,196000::20,196000,20,21,29,24,24,False,False,True,True,True,False,1,2,0,False,True,False,False,2,4,24,24,24,6,W_Nabellen offertes,W_Nabellen offertes,<EOS>,A_ACTIVATED,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196006::13,196006,13,14,22,24,22,False,False,True,True,False,True,2,1,0,False,True,False,False,2,24,22,22,24,22,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196036::43,196036,43,44,57,25,24,False,False,True,False,False,True,2,0,0,True,True,False,False,2,2,24,25,25,24,W_Valideren aanvraag,W_Nabellen offertes,<EOS>,<EOS>,W_Nabellen offertes,W_Valideren aanvraag,W_Valideren aanvraag,W_Nabellen offertes
BPI12,196039::19,196039,19,20,22,14,6,False,False,True,False,True,True,2,1,0,False,True,False,False,24,4,6,17,6,6,O_CANCELLED,A_CANCELLED,W_Nabellen offertes,A_ACTIVATED,A_CANCELLED,O_SELECTED,A_CANCELLED,A_CANCELLED
BPI12,196063::5,196063,5,6,49,22,20,True,True,True,False,False,True,2,0,2,True,False,False,False,20,20,20,22,22,20,W_Completeren aanvraag,W_Afhandelen leads,W_Afhandelen leads,W_Afhandelen leads,W_Afhandelen leads,W_Completeren aanvraag,W_Completeren aanvraag,W_Afhandelen leads
BPI12,196126::52,196126,52,53,55,4,5,False,False,False,False,False,True,1,0,0,True,True,False,False,25,4,11,25,11,5,A_ACTIVATED,A_APPROVED,W_Valideren aanvraag,A_ACTIVATED,A_REGISTERED,W_Valideren aanvraag,A_REGISTERED,A_APPROVED
BPI12,196171::21,196171,21,22,27,24,24,False,False,True,True,True,True,2,2,0,False,True,False,False,6,4,24,24,24,24,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED,A_ACTIVATED,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes
BPI12,196195::14,196195,14,15,33,22,24,False,True,True,False,False,True,2,0,1,True,False,False,False,2,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,<EOS>,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,196195::21,196195,21,22,33,24,24,True,True,False,True,True,False,0,2,2,False,False,True,True,24,24,6,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196195::32,196195,32,33,33,25,2,True,True,False,False,False,True,1,0,2,True,False,False,False,2,2,25,25,25,2,W_Valideren aanvraag,<EOS>,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>
BPI12,196201::14,196201,14,15,20,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,14,6,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_CANCELLED,A_CANCELLED,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196216::21,196216,21,22,26,5,4,False,True,False,True,True,False,0,2,1,False,False,True,True,25,4,11,4,4,13,A_APPROVED,A_ACTIVATED,W_Valideren aanvraag,A_ACTIVATED,A_REGISTERED,A_ACTIVATED,A_ACTIVATED,O_ACCEPTED
BPI12,196219::22,196219,22,23,37,22,24,True,True,True,False,False,True,2,0,2,True,False,False,False,24,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,196258::14,196258,14,15,38,24,22,False,True,True,False,False,False,1,0,1,True,False,False,False,2,22,22,24,24,19,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,O_SENT_BACK
BPI12,196273::17,196273,17,18,18,24,2,True,True,True,False,False,True,2,0,2,True,False,False,False,2,2,2,24,24,2,W_Nabellen offertes,<EOS>,<EOS>,<EOS>,<EOS>,W_Nabellen offertes,W_Nabellen offertes,<EOS>
BPI12,196305::29,196305,29,30,30,24,2,True,True,True,False,False,True,2,0,2,True,False,False,False,2,2,2,24,24,2,W_Nabellen offertes,<EOS>,<EOS>,<EOS>,<EOS>,W_Nabellen offertes,W_Nabellen offertes,<EOS>
BPI12,196338::21,196338,21,22,36,23,25,False,False,True,False,False,True,2,0,0,True,True,False,False,2,2,25,23,23,25,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,196359::18,196359,18,19,57,22,24,True,True,True,False,False,True,2,0,2,True,False,False,False,24,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,196368::19,196368,19,20,25,25,25,False,False,True,False,True,True,2,1,0,False,True,False,False,2,2,25,2,25,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag
BPI12,196374::32,196374,32,33,69,23,23,False,False,True,True,True,False,1,2,0,False,True,False,False,25,2,23,23,23,25,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,196374::53,196374,53,54,69,23,23,False,False,True,True,True,False,1,2,0,False,True,False,False,25,2,23,23,23,25,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag
BPI12,196374::55,196374,55,56,69,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196380::11,196380,11,12,20,22,24,True,True,True,False,False,True,2,0,2,True,False,False,False,24,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,196404::8,196404,8,9,31,8,17,False,False,True,False,False,True,2,0,0,True,True,False,False,15,15,17,15,15,17,A_FINALIZED,O_SELECTED,O_CREATED,O_CREATED,O_SELECTED,O_CREATED,O_CREATED,O_SELECTED
BPI12,196413::42,196413,42,43,62,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196416::8,196416,8,9,18,17,8,True,False,True,False,False,True,2,0,1,True,False,False,False,8,15,8,15,15,8,O_SELECTED,A_FINALIZED,A_FINALIZED,O_CREATED,A_FINALIZED,O_CREATED,O_CREATED,A_FINALIZED
BPI12,196449::52,196449,52,53,64,25,23,False,False,True,False,True,True,2,1,0,False,True,False,False,2,25,23,25,23,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196452::31,196452,31,32,39,25,23,False,False,True,False,True,True,2,1,0,False,True,False,False,2,25,23,25,23,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196461::23,196461,23,24,28,11,13,False,False,False,False,False,True,1,0,0,True,True,False,False,25,4,5,4,4,13,A_REGISTERED,O_ACCEPTED,W_Valideren aanvraag,A_ACTIVATED,A_APPROVED,A_ACTIVATED,A_ACTIVATED,O_ACCEPTED
BPI12,196470::43,196470,43,44,70,18,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,O_SENT,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196482::14,196482,14,15,66,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,17,6,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_SELECTED,A_CANCELLED,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196482::28,196482,28,29,66,25,25,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,25,25,25,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag
BPI12,196482::59,196482,59,60,66,25,25,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,25,25,25,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag
BPI12,196488::10,196488,10,11,31,24,22,False,True,True,False,False,True,2,0,1,True,False,False,False,2,22,22,24,24,22,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196512::21,196512,21,22,24,14,6,False,False,True,False,False,True,2,0,0,True,True,False,False,24,14,6,17,24,6,O_CANCELLED,A_CANCELLED,W_Nabellen offertes,O_CANCELLED,A_CANCELLED,O_SELECTED,W_Nabellen offertes,A_CANCELLED
BPI12,196515::37,196515,37,38,51,24,24,False,False,True,True,True,False,1,2,0,False,True,False,False,22,2,24,24,24,22,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196515::41,196515,41,42,51,24,24,False,False,True,True,True,False,1,2,0,False,True,False,False,2,14,24,24,24,25,W_Nabellen offertes,W_Nabellen offertes,<EOS>,O_CANCELLED,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Valideren aanvraag
BPI12,196524::50,196524,50,51,62,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196548::34,196548,34,35,54,24,22,True,False,True,False,False,True,2,0,1,True,False,False,False,22,2,22,24,24,22,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,<EOS>,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196569::62,196569,62,63,70,25,23,False,False,True,False,True,True,2,1,0,False,True,False,False,2,4,23,25,23,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,A_ACTIVATED,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196581::38,196581,38,39,61,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,25,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Valideren aanvraag,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196614::40,196614,40,41,52,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,14,19,24,24,19,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_CANCELLED,O_SENT_BACK,W_Nabellen offertes,W_Nabellen offertes,O_SENT_BACK
BPI12,196614::41,196614,41,42,52,24,24,True,True,False,True,True,False,0,2,2,False,False,True,True,24,24,19,24,24,19,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_SENT_BACK,W_Nabellen offertes,W_Nabellen offertes,O_SENT_BACK
BPI12,196623::26,196623,26,27,82,22,24,False,True,True,False,False,True,2,0,1,True,False,False,False,2,24,24,22,22,24,W_Completeren aanvraag,W_Nabellen offertes,<EOS>,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes
BPI12,196623::79,196623,79,80,82,11,13,False,False,False,False,False,True,1,0,0,True,True,False,False,4,2,4,4,4,13,A_REGISTERED,O_ACCEPTED,A_ACTIVATED,<EOS>,A_ACTIVATED,A_ACTIVATED,A_ACTIVATED,O_ACCEPTED
BPI12,196651::10,196651,10,11,24,24,22,False,False,True,True,False,True,2,1,0,False,True,False,False,2,24,22,22,24,22,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196660::7,196660,7,8,20,3,8,False,False,False,True,False,False,0,1,0,False,False,False,True,17,17,17,8,17,17,A_ACCEPTED,A_FINALIZED,O_SELECTED,O_SELECTED,O_SELECTED,A_FINALIZED,O_SELECTED,O_SELECTED
BPI12,196666::22,196666,22,23,37,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,17,19,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_SELECTED,O_SENT_BACK,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196669::56,196669,56,57,59,4,13,False,False,False,False,False,True,1,0,0,True,True,False,False,11,2,11,25,11,13,A_ACTIVATED,O_ACCEPTED,A_REGISTERED,<EOS>,A_REGISTERED,W_Valideren aanvraag,A_REGISTERED,O_ACCEPTED
BPI12,196723::12,196723,12,13,20,24,22,False,True,True,False,False,True,2,0,1,True,False,False,False,24,22,22,24,24,22,W_Nabellen offertes,W_Completeren aanvraag,W_Nabellen offertes,W_Completeren aanvraag,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Completeren aanvraag
BPI12,196738::30,196738,30,31,42,17,14,True,False,False,True,False,False,0,1,1,False,False,True,True,14,4,25,14,15,15,O_SELECTED,O_CANCELLED,O_CANCELLED,A_ACTIVATED,W_Valideren aanvraag,O_CANCELLED,O_CREATED,O_CREATED
BPI12,196759::14,196759,14,15,26,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,17,6,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_SELECTED,A_CANCELLED,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196768::38,196768,38,39,84,23,23,False,False,False,True,True,True,1,2,0,False,True,False,False,2,2,25,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,<EOS>,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196768::48,196768,48,49,84,25,23,False,False,True,False,True,True,2,1,0,False,True,False,False,2,25,23,25,23,23,W_Valideren aanvraag,W_Nabellen incomplete dossiers,<EOS>,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Valideren aanvraag,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196768::72,196768,72,73,84,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,<EOS>,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196786::17,196786,17,18,23,24,24,True,False,False,True,True,False,0,2,1,False,False,True,True,24,14,19,24,24,6,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes,O_CANCELLED,O_SENT_BACK,W_Nabellen offertes,W_Nabellen offertes,A_CANCELLED
BPI12,196795::17,196795,17,18,25,24,22,False,False,True,False,False,False,1,0,0,True,True,False,False,2,2,22,24,24,24,W_Nabellen offertes,W_Completeren aanvraag,<EOS>,<EOS>,W_Completeren aanvraag,W_Nabellen offertes,W_Nabellen offertes,W_Nabellen offertes
BPI12,196873::19,196873,19,20,47,22,20,True,False,True,False,False,True,2,0,1,True,False,False,False,20,22,20,22,22,20,W_Completeren aanvraag,W_Afhandelen leads,W_Afhandelen leads,W_Completeren aanvraag,W_Afhandelen leads,W_Completeren aanvraag,W_Completeren aanvraag,W_Afhandelen leads
BPI12,196888::30,196888,30,31,75,25,25,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,25,25,25,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag
BPI12,196888::64,196888,64,65,75,23,23,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,23,23,23,23,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,<EOS>,<EOS>,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers
BPI12,196903::65,196903,65,66,76,25,25,False,False,True,True,True,True,2,2,0,False,True,False,False,2,2,25,25,25,25,W_Valideren aanvraag,W_Valideren aanvraag,<EOS>,<EOS>,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag,W_Valideren aanvraag
